2021-09-16 11:08:38.310493 2741
2021-09-16 11:08:38.310493 2417
2021-09-16 11:08:38.311492 2103
2021-09-16 11:08:38.311492 1914
2021-09-16 11:08:38.311492 1905
2021-09-16 11:08:38.311492 1904
2021-09-16 11:08:38.311492 1948
2021-09-16 11:08:38.312489 1937
2021-09-16 11:08:38.312489 1937
2021-09-16 11:08:38.312489 1955
2021-09-16 11:08:38.312489 1947
2021-09-16 11:08:38.312489 1943
2021-09-16 11:08:38.312489 1941
2021-09-16 11:08:38.313487 1942
2021-09-16 11:08:38.313487 1919
2021-09-16 11:08:38.313487 1920
2021-09-16 11:08:38.313487 1875
2021-09-16 11:08:38.313487 1876
2021-09-16 11:08:38.313487 1857
2021-09-16 11:08:38.314482 1840
2021-09-16 11:08:38.314482 1840
2021-09-16 11:08:38.314482 1872
2021-09-16 11:08:38.314482 1877
2021-09-16 11:08:38.314482 1898
2021-09-16 11:08:38.314482 1926
2021-09-16 11:08:38.315481 1915
2021-09-16 11:08:38.315481 1900
2021-09-16 11:08:38.315481 1877
2021-09-16 11:08:38.315481 1851
2021-09-16 11:08:38.315481 1847
2021-09-16 11:08:38.316478 1865
2021-09-16 11:08:38.316478 1865
2021-09-16 11:08:38.316478 1852
2021-09-16 11:08:38.316478 1842
2021-09-16 11:08:38.316478 1843
2021-09-16 11:08:38.316478 1851
2021-09-16 11:08:38.317476 1841
2021-09-16 11:08:38.317476 1835
2021-09-16 11:08:38.317476 1809
2021-09-16 11:08:38.317476 1789
2021-09-16 11:08:38.317476 1766
2021-09-16 11:08:38.317476 1755
2021-09-16 11:08:38.318472 1751
2021-09-16 11:08:38.318472 1745
2021-09-16 11:08:38.318472 1744
2021-09-16 11:08:38.318472 1735
2021-09-16 11:08:38.318472 1735
2021-09-16 11:08:38.318472 1735
2021-09-16 11:08:38.318472 1727
2021-09-16 11:08:38.319469 1719
2021-09-16 11:08:38.319469 1726
2021-09-16 11:08:38.319469 1721
2021-09-16 11:08:38.319469 1725
2021-09-16 11:08:38.319469 1705
2021-09-16 11:08:38.319469 1699
2021-09-16 11:08:38.319469 1697
2021-09-16 11:08:38.320466 1708
2021-09-16 11:08:38.320466 1691
2021-09-16 11:08:38.320466 1680
2021-09-16 11:08:38.320466 1668
2021-09-16 11:08:38.320466 1664
2021-09-16 11:08:38.320466 1683
2021-09-16 11:08:38.320466 1655
2021-09-16 11:08:38.321463 1678
2021-09-16 11:08:38.321463 1695
2021-09-16 11:08:38.321463 1703
2021-09-16 11:08:38.321463 1649
2021-09-16 11:08:38.321463 1619
2021-09-16 11:08:38.321463 1609
2021-09-16 11:08:38.321463 1564
2021-09-16 11:08:38.322461 1558
2021-09-16 11:08:38.322461 1543
2021-09-16 11:08:38.322461 1531
2021-09-16 11:08:38.322461 1530
2021-09-16 11:08:38.322461 1520
2021-09-16 11:08:38.322461 1525
2021-09-16 11:08:38.322461 1519
2021-09-16 11:08:38.323459 1456
2021-09-16 11:08:38.323459 1399
2021-09-16 11:08:38.323459 1385
2021-09-16 11:08:38.323459 1503
2021-09-16 11:08:38.323459 2415
2021-09-16 11:08:38.323459 2189
2021-09-16 11:08:38.324457 1807
2021-09-16 11:08:38.324457 1452
2021-09-16 11:08:38.324457 1457
2021-09-16 11:08:38.324457 1412
2021-09-16 11:08:38.324457 1455
2021-09-16 11:08:38.324457 1458
2021-09-16 11:08:38.325459 1467
2021-09-16 11:08:38.325459 1477
2021-09-16 11:08:38.325459 1488
2021-09-16 11:08:38.325459 1488
2021-09-16 11:08:38.325459 1493
2021-09-16 11:08:38.325459 1495
2021-09-16 11:08:38.326452 1492
2021-09-16 11:08:38.326452 1503
2021-09-16 11:08:38.326452 1503
2021-09-16 11:08:38.326452 1497
2021-09-16 11:08:38.326452 1488
2021-09-16 11:08:38.326452 1486
2021-09-16 11:08:38.327448 1488
2021-09-16 11:08:38.327448 1492
2021-09-16 11:08:38.327448 1503
2021-09-16 11:08:38.327448 1558
2021-09-16 11:08:38.327448 1615
2021-09-16 11:08:38.327448 1636
2021-09-16 11:08:38.327448 1642
2021-09-16 11:08:38.328445 1632
2021-09-16 11:08:38.328445 1641
2021-09-16 11:08:38.328445 1654
2021-09-16 11:08:38.328445 1665
2021-09-16 11:08:38.328445 1668
2021-09-16 11:08:38.328445 1680
2021-09-16 11:08:38.329442 1680
2021-09-16 11:08:38.329442 1690
2021-09-16 11:08:38.329442 1705
2021-09-16 11:08:38.329442 1712
2021-09-16 11:08:38.329442 1717
2021-09-16 11:08:38.329442 1728
2021-09-16 11:08:38.329442 1741
2021-09-16 11:08:38.330440 1743
2021-09-16 11:08:38.330440 1755
2021-09-16 11:08:38.330440 1765
2021-09-16 11:08:38.330440 1771
2021-09-16 11:08:38.330440 1785
2021-09-16 11:08:38.330440 1791
2021-09-16 11:08:38.331437 1796
2021-09-16 11:08:38.331437 1785
2021-09-16 11:08:38.331437 1809
2021-09-16 11:08:38.331437 1819
2021-09-16 11:08:38.331437 1806
2021-09-16 11:08:38.331437 1818
2021-09-16 11:08:38.332438 1818
2021-09-16 11:08:38.332438 1821
2021-09-16 11:08:38.332438 1817
2021-09-16 11:08:38.332438 1817
2021-09-16 11:08:38.332438 1808
2021-09-16 11:08:38.333433 1797
2021-09-16 11:08:38.333433 1797
2021-09-16 11:08:38.333433 1790
2021-09-16 11:08:38.333433 1789
2021-09-16 11:08:38.333433 1789
