2021-09-14 15:42:29.540687 2149
2021-09-14 15:42:29.541682 2123
2021-09-14 15:42:29.542679 2099
2021-09-14 15:42:29.543676 2080
2021-09-14 15:42:29.543676 2069
2021-09-14 15:42:29.544673 2067
2021-09-14 15:42:29.545670 2058
2021-09-14 15:42:29.546668 2031
2021-09-14 15:42:29.547669 2047
2021-09-14 15:42:29.548664 2047
2021-09-14 15:42:29.548664 2029
2021-09-14 15:42:29.550661 2038
2021-09-14 15:42:29.551659 2039
2021-09-14 15:42:29.552653 2056
2021-09-14 15:42:29.553650 2032
2021-09-14 15:42:29.554652 2029
2021-09-14 15:42:29.555645 2030
2021-09-14 15:42:29.556643 2026
2021-09-14 15:42:29.557639 2019
2021-09-14 15:42:29.558637 2021
2021-09-14 15:42:29.559634 2015
2021-09-14 15:42:29.559634 2003
2021-09-14 15:42:29.560634 2008
2021-09-14 15:42:29.561628 2039
2021-09-14 15:42:29.562629 2044
2021-09-14 15:42:29.563668 2055
2021-09-14 15:42:29.564620 2128
2021-09-14 15:42:29.565621 2129
2021-09-14 15:42:29.566623 2142
2021-09-14 15:42:29.567619 2099
2021-09-14 15:42:29.568614 2091
2021-09-14 15:42:29.569612 2034
2021-09-14 15:42:29.570605 1995
2021-09-14 15:42:29.571602 2001
2021-09-14 15:42:29.571602 1990
2021-09-14 15:42:29.572602 1985
2021-09-14 15:42:29.573601 2001
2021-09-14 15:42:29.574592 2010
2021-09-14 15:42:29.574592 2014
2021-09-14 15:42:29.575590 2023
2021-09-14 15:42:29.575590 2013
2021-09-14 15:42:29.575590 1983
2021-09-14 15:42:29.576587 2168
2021-09-14 15:42:29.576587 2397
2021-09-14 15:42:29.576587 3203
2021-09-14 15:42:29.577585 2795
2021-09-14 15:42:29.577585 2042
2021-09-14 15:42:29.578581 1746
2021-09-14 15:42:29.578581 1786
2021-09-14 15:42:29.578581 1936
2021-09-14 15:42:29.579578 1967
2021-09-14 15:42:29.579578 2000
2021-09-14 15:42:29.579578 2001
2021-09-14 15:42:29.579578 2010
2021-09-14 15:42:29.580576 2017
2021-09-14 15:42:29.580576 2023
2021-09-14 15:42:29.580576 2022
2021-09-14 15:42:29.580576 2014
2021-09-14 15:42:29.581573 2015
2021-09-14 15:42:29.581573 2000
2021-09-14 15:42:29.581573 2000
2021-09-14 15:42:29.581573 1998
2021-09-14 15:42:29.581573 1996
2021-09-14 15:42:29.581573 1997
2021-09-14 15:42:29.581573 2000
2021-09-14 15:42:29.582571 1989
2021-09-14 15:42:29.582571 1979
2021-09-14 15:42:29.582571 1957
2021-09-14 15:42:29.582571 1935
2021-09-14 15:42:29.583567 1905
2021-09-14 15:42:29.583567 1878
2021-09-14 15:42:29.583567 1830
2021-09-14 15:42:29.583567 1795
2021-09-14 15:42:29.583567 1773
2021-09-14 15:42:29.584566 1744
2021-09-14 15:42:29.584566 1741
2021-09-14 15:42:29.584566 1746
2021-09-14 15:42:29.584566 1732
2021-09-14 15:42:29.584566 1741
2021-09-14 15:42:29.584566 1748
2021-09-14 15:42:29.584566 1758
2021-09-14 15:42:29.585563 1762
2021-09-14 15:42:29.585563 1763
2021-09-14 15:42:29.585563 1765
2021-09-14 15:42:29.585563 1759
2021-09-14 15:42:29.585563 1754
2021-09-14 15:42:29.585563 1767
2021-09-14 15:42:29.585563 1764
2021-09-14 15:42:29.586560 1756
2021-09-14 15:42:29.586560 1750
2021-09-14 15:42:29.586560 1745
2021-09-14 15:42:29.586560 1742
2021-09-14 15:42:29.586560 1733
2021-09-14 15:42:29.586560 1730
2021-09-14 15:42:29.586560 1746
2021-09-14 15:42:29.587557 1767
2021-09-14 15:42:29.587557 1753
2021-09-14 15:42:29.587557 1776
2021-09-14 15:42:29.587557 1819
2021-09-14 15:42:29.587557 1785
2021-09-14 15:42:29.587557 1782
2021-09-14 15:42:29.587557 1748
2021-09-14 15:42:29.588556 1705
2021-09-14 15:42:29.588556 1647
2021-09-14 15:42:29.588556 1636
2021-09-14 15:42:29.588556 1632
2021-09-14 15:42:29.588556 1623
2021-09-14 15:42:29.589552 1616
2021-09-14 15:42:29.589552 1613
2021-09-14 15:42:29.589552 1616
2021-09-14 15:42:29.589552 1618
2021-09-14 15:42:29.589552 1622
2021-09-14 15:42:29.589552 1571
2021-09-14 15:42:29.590551 1617
2021-09-14 15:42:29.590551 1708
2021-09-14 15:42:29.590551 2113
2021-09-14 15:42:29.590551 2628
2021-09-14 15:42:29.591547 2026
2021-09-14 15:42:29.591547 1545
2021-09-14 15:42:29.591547 1278
2021-09-14 15:42:29.591547 1449
2021-09-14 15:42:29.591547 1522
2021-09-14 15:42:29.591547 1582
2021-09-14 15:42:29.592543 1615
2021-09-14 15:42:29.592543 1631
2021-09-14 15:42:29.592543 1643
2021-09-14 15:42:29.592543 1658
2021-09-14 15:42:29.592543 1658
2021-09-14 15:42:29.592543 1670
2021-09-14 15:42:29.592543 1685
2021-09-14 15:42:29.593541 1693
2021-09-14 15:42:29.593541 1698
2021-09-14 15:42:29.593541 1717
2021-09-14 15:42:29.593541 1728
2021-09-14 15:42:29.593541 1753
2021-09-14 15:42:29.593541 1775
2021-09-14 15:42:29.593541 1779
2021-09-14 15:42:29.594538 1790
2021-09-14 15:42:29.594538 1760
2021-09-14 15:42:29.594538 1799
2021-09-14 15:42:29.594538 1785
2021-09-14 15:42:29.594538 1776
2021-09-14 15:42:29.594538 1744
2021-09-14 15:42:29.595537 1724
2021-09-14 15:42:29.595537 1697
2021-09-14 15:42:29.595537 1680
2021-09-14 15:42:29.595537 1668
2021-09-14 15:42:29.595537 1654
2021-09-14 15:42:29.596533 1648
2021-09-14 15:42:29.596533 1659
2021-09-14 15:42:29.596533 1663
2021-09-14 15:42:29.596533 1666
2021-09-14 15:42:29.596533 1666
2021-09-14 15:42:29.597531 1677
2021-09-14 15:42:29.597531 1680
2021-09-14 15:42:29.597531 1684
2021-09-14 15:42:29.597531 1680
2021-09-14 15:42:29.597531 1681
2021-09-14 15:42:29.597531 1693
2021-09-14 15:42:29.598528 1689
2021-09-14 15:42:29.598528 1695
2021-09-14 15:42:29.598528 1701
2021-09-14 15:42:29.598528 1703
2021-09-14 15:42:29.598528 1710
2021-09-14 15:42:29.598528 1709
2021-09-14 15:42:29.598528 1716
2021-09-14 15:42:29.599525 1724
2021-09-14 15:42:29.599525 1722
2021-09-14 15:42:29.599525 1719
2021-09-14 15:42:29.599525 1723
2021-09-14 15:42:29.599525 1729
2021-09-14 15:42:29.599525 1733
2021-09-14 15:42:29.599525 1734
2021-09-14 15:42:29.599525 1744
